text,Sentiment,Label,tweet_ids,Count,0,1,2
"Kung hindi tatakbo si VP Leni sa susunod na eleksyon, pwede bang magtime travel na lang sa taon kung kailan maayos na ulit ang Pilipinas at si Vico Sotto na ang pangulo. 😂😭
#LabanLeni2022",Negative,Hate,['1440845076213633035'],,,,
"tatakbo pala vice presidente si dutae,Sino mga kalaban niya sa vice pres?sotto ,Ong and ?
Sana may Isa pa tatakbo vice presidente na kilala tlg sa publiko,like Leni..if c dutae mananalo sa eleksyon,kailan Kaya balik dati ang pinas?at kailan makakasundo Ang pres at vice?",Negative,Hate,['1440573841185464320'],,,,
"In short, takot kayong manalo si Marcos sa susunod na Election kaya binubuhay nyo ulit ung Martial Law.🤔 
2021 na po, masyado naman kayong nabubuhay sa nakaraan. https://t.co/6xKlzcmVXl",Negative,Hate,['1441405313999982592'],,,,
"tawang tawa pa rin ako sa election kanina, may nagreply sa banat ko🤣",Positive,Non-hate,['1435505216770641921'],,,,
@Rjayryaj @mc_do @iamsuperbianca Pansin nyo naglabasan ang paninira sa Marcos lalo ngayong Election takot kasi silang manalo ang Marcos 😂,Negative,Hate,['1440618662507909137'],,,,
"Bakit naman kasi ibabase ang boto sa winnability.

Eleksyon ito para sa pamamahala ng Pilipinas, hindi OTB. 

Bukod sa capability, dapat may integrity, at lahat ng matinong “ity” na nakay Leni.

#DapatSiLeni https://t.co/ySzVi2zEgV",Positive,Non-hate,['1440538878784335880'],,,,
"Damn ang ganda ng SRO ngayon. Guest speakers really made sense abt the upcoming election.

Takeaways are:
• Kahit saan mo si Pacquiao ilagay (P/VP) ay mahina siya kasi ang tingin sa kanya ng tao ay tamad. People now look for performance.",Positive,Non-hate,['1439949457051639814'],,,,
"baka ngayon ka lang galit,
baka pag dating ng eleksyon 
500 ka lang?",Negative,Hate,['1443073014275268608'],,,,
@vail_vii @nickvillavecer Troll! Sipag ah. ano nagawa nyang  nung senador pa?  Wala din naman ah. Si leni lng pala makatalo sa knya and limang beses na dump yung election case nya yet di matanggap pagkatalo. Boy Recto! Never again!,Negative,Hate,['1440224101965070337'],,,,
"@Dwarrior_granny Napadama tayo sa fake news, Joke at Fake War on Drugs, sunod pagpapalusot bilyung droga, CJ Serreno, BBM Election protest, Leila Delima, hamakin ang Diyos, sabay sa likod fake news ang mga kutsabaan sabay ng mga katiwalian, Nasindikato na ang Sambayanang Pilipino! #NakuhaSaJoke",Negative,Hate,['1436935650201145350'],,,,
"nmat teacher: ngayong eleksyon, ang dami nang matunog na pangalang tatakbo, sino ang boboto niyo at bakit si leni robredo?

TAMA BEHAVIOOOOOOOOR",Positive,Non-hate,['1436981371424051201'],,,,
"@ran_dmx Okay. So pag si bbm ang winner, next election,pwedeng irewrites ang istorya?",Negative,Hate,['1441298447919980544'],,,,
mizmam leni gurl sumugod ka na bukas sa comelec please,Positive,Non-hate,['1439551598141710339'],,,,
"Yung bully na galit sa kapwa bully. Lakas pa magpahiya ng tao sa ere as judge jury, and executioner. Tapos ngayon pakanta-kanta pa sa TV. Ay EWAN.

Ang dami ko nang pre-election campaigns na nasaksihan... Pero etong 2022 election na yata ang pinaka-circus. Ang daming FREAKS!",Negative,Hate,['1441962388740206592'],,,,
"Mahaba pasensya ng Pilipino at matagal ng nagtitiis kay Duterte

Subukan nyang kanselahin ang election

Makikita nya ang galit ng mga taong matagal ng nagtitimpi

Hwag syang aasa sa mga heneral na yan
Tatakasan din sya https://t.co/20LDNN1slh",Negative,Hate,['1436694540228825090'],,,,
"naamoy nyo rin ba ang
LENI/DICK tandem?
dumarami ang nangangamoy kubeta ang eleksyon 2022. 
👊👊🤣",Negative,Hate,['1441498649976926215'],,,,
"Maraming salamat, Atty. Chel. Huhuhuhu may iboboto na ako sa election kasama ni Leni. https://t.co/I7kSLb31FI",Positive,Non-hate,['1438086961353265162'],,,,
May nag conduct ng survey dito about sa election next year jusq mga alagad pala ni lacson,Negative,Hate,['1440209118267019268'],,,,
"@GraceSa10499866 #TBADNBoycottMZETxAPT179 
Hihintayin nilang matapos ang halalan! hindi siguro gaanong makapaglibot si ts dahil takot magkacovid,kaya ibabalandra niya ang mukha niya sa EB kahit walang kwenta ang gagawin niya,pangisengise lang,exposure na yun! Utot niya,Di siya kailangan ng bayan!",Negative,Hate,['1433587728973656065'],,,,
"Galing ng mga politiko natin no? Ilang taong tahimik at sunud sunuran

Nung pa eleksyon na, kanya kanya ng eksena. Galit galitan na. Tama na! Ito na ang pagbabago! Ito na ang simula!

Tagal nyo ng nakaupo ngayon palang nag start? Ano yun nag OJT lang kayo?? 🤡🤡🤡",Negative,Hate,['1439887154734268417'],,,,
"Malaki sana ang maitutulong ng media, lalo ang free TV, para mamulat ang tao.

Pero:
Ang @gmanetwork, takot kay Duterte,
Ang @ABSCBNNews, Duterte enabler ang mga artista,
Ang @News5PH at @cnnphilippines, playing safe,
Ang @PTVph, hawak ng gobyerno.

Good luck sa election 2022.",Negative,Hate,['1438340538399281153'],,,,
"nakakahiya yung galit ka sa gobyerno ngayon tas pagdating ng eleksyon, makukuha ka lang sa 500 pesos.",Negative,Hate,['1443080608930881540'],,,,
"Isko Moreno confirms meeting with Robredo, Pacquiao ahead of Eleksyon 2022 filing of candidacy https://t.co/hoLxJe6AuU https://t.co/9FpGZzMbhw",Neutral,Non-hate,['1439922545168293901'],,,,
Mayor Isko declares his candidacy for 2022 Presidential election  👏🏻👏🏻👏🏻 tnan na pinoy ja sa UAE sdya2 gd,Positive,Non-hate,['1440705137081651202'],,,,
@DickGordonDG yang inaambisyon mo malaalala lang ng mga tao ang takipan nyo ni lacson sa committee na hwak mo tungkol sa smuggling ng semento. tapos na agad ang laban mo e. nagagawa nga nmn ng parating na election.. LOL,Negative,Hate,['1440320806643322880'],,,,
"Opposition: we need a united opposition!

Ping: I will run for presidency
Pacquiao: I will run for presidency
Isko: *to digong* Maglalaban din naman tayo sa eleksyon *
Leni: kung one on one with BBM, lalaban ako.

Sige, maghati hati kayo sa boto ng oposisyon. We love that hahaha.",Negative,Hate,['1439724540297302020'],,,,
"@shiela_mangahas @BrujaDelDemonio Actually, kawawa ung susunod sa knya na presidente dahil talagang pinabasak ni digz ang bansa + may mga alipores pa rin yan sa mga ahensya… kaya need talaga may puso at matapang ang papalit… kaya bet ko sila leni and sentri for the next election.",Positive,Non-hate,['1440242091506880513'],,,,
kumbaga sa mga org events e build up pa lang kasi yung paginvite ni to/ni g kila chel at leni para may pandefend kunno siya sa future content niya at magpanggap na fair at ang platform ay for all teh wag kami lapit na election pwe,Negative,Hate,['1438136174636244992'],,,,
"Gigil n gigil ang senado ky Ong ayaw p rin kc ilink ky PRRD ung kontobersyang over pricing n naging expired n faceshield.🙄
Sarap sanang pagmumurahin but then again bawian n lang natin sila sa election.
Ishoot n sila sa 🚽🚽🚽.",Negative,Hate,['1443581626290622469'],,,,
"Tuwang tuwa si paboost, di bale malapit na election. Mga DDS lang nman ang trolls na bumoboto. Magiging katulad ulit to nung 2019election. https://t.co/OjwQl8dPbw",Negative,Hate,['1434265035044446209'],,,,
"Wala naman akong nakikitang masama kung sa election tatakbo si Pacman o Isko sa pagka-Pangulo. Ang mahalaga yung magulang mo, sa akin boto. https://t.co/n9JJ08D0sF",Positive,Non-hate,['1440623364050096141'],,,,
"nakikipag away ako kay mama sa iboboto nya sa susunod na halalan sabi ko ""bat ayaw mo kay pacquiao?"" pero biro lang natawa ako reaction ni mama 😭 inirapan ako tapos sabi nya ""eh, ayoko nga""",Positive,Non-hate,['1441008600151846919'],,,,
"@LakasNgTimog Para magkaalaman na nga kung sino talaga ang nanalo noong nakaraang eleksyon. Ngayon pang wala na si Andy at walang malaking pondong susuporta kay Madam.

Let Leni run!",Positive,Non-hate,['1440458203666391044'],,,,
"Ito lang ang tambalan inaantay ng buong bansa sa 2022 eleksyon.

LENI ROBREDO - PRESIDENT 
SONNY TRILLANES - VP 

Ito ang tunay na Opposisyon.
Wala ng iba pa. https://t.co/UAGvubj2uV",Positive,Non-hate,['1440251764419170305'],,,,
"@ABSCBNNews Tawang-tawa ako dito

Ikaw NGA sobrang PAMBABASTOS ang ginawa mo Kay VP @lenirobredo at sa iba pa.

Pero sabi nga may katapusan din ang lahat! Kaya vote wisely next election!

#LabanLeni2022",Negative,Hate,['1440858936370888708'],,,,
"“Kahit sino (ang iluklok sa pagkapresidente), magtatrabaho pa rin tayo) -manggagawa sa construction na nakasama ko sa carpool. 

“Kahit sino ilagay diyan corrupt pa din” -nanay na kasabay ko din sa carpool. 

Galit ang masa, puspusin natin ang AOM lalo na papalapit ang eleksyon-",Negative,Hate,['1442128228265586688'],,,,
"@dollsgogo_ national, local and plebiscite election 2022
my SMARTPUTIK, my military &amp; live streaming (facebook &amp; youtube) mahihirapan mandaya bantay sa sarado
takot kasi si damaso, oligarchs, ELITISTA, dilawan sa military...",Negative,Hate,['1442316980451565568'],,,,
"sabi nila pro-duts daw ang ibang presidentiables  ngayon, without knowing that Duts is only that matter. Doon sa 16 million nya hindi naman tumolong ang mga yan, after election nalang dumikit. Taranta sila ih, kasi hindi na unite ni mama leni ang opposition. https://t.co/vbJKnmz4Jo",Negative,Hate,['1440515155301842952'],,,,
"Handa na po ang pagtakbo ni Yorme Isko para sa Pagkapangulo sa Eleksyon 2022 at kaya mo yan para sa mabuting Pilipino para sa bayan.

https://t.co/h9SwZudJMC",Positive,Non-hate,['1440320582415912960'],,,,
"yung mga galit because NewsTV5 called Marcos a dictator in a post about his grandson running for office, yun ang totoo. Natalo si Bongbong noong nakaraang eleksyon, yun din ang katotohanan. Sandro is ugly as fuck, totoo din. Ano pang katotohanan ang di niyo kayang tanggapin???",Negative,Hate,['1438121608984637441'],,,,
"@IskoMoreno No no no..to bilis-kilos---Bilis Ambisyon.
Sayang ka po dok willie iboboto pa naman sana kita para sa senado. Nakakadismaya.
-----------------------------------------------&gt;
Diti na kami.👇👇👇👇
Solid❤@#BBM-DUTERTEsa 2022 eleksyon.👊👊💪💪💪",Negative,Hate,['1440608665631789058'],,,,
at dahil diyan mag-register na tayo para sa paparating na eleksyon nang hindi makaupo sa palasyo ang mga tulad ni pacquiao ^◡^ https://t.co/doyPOL52Zm,Negative,Hate,['1439557933369421827'],,,,
"@Vagnarok1 Dapat paulit-ulit nating i post to kasama na rin ang mga re electionists na senador, Ka isKo, Ka Fake VP Leni, at Ka Pacquiao! Pag pormal ng election campaign!",Negative,Hate,['1436767214271565826'],,,,
@annacollins52 @ALLCAPSLERKEY @danwaytoofar @BuangSonny @marcus5251962 @NileSneel @maytoyotayo @rocker_fraggle @dude_DaS @LoVe_MeOw_24 @DDSBBM @WongLi2515 @AhhmBatmAnn @BalDugho @lino_iam @Ranyagtiamianan @DudeSabarita @AhhmBatmaan @jesselle_anne @Aczent1 @lav2heart14 @Jjcruz2 @bhevzkyren @GreaterGutz @PackandCarryAll @AhmmBatmann @Aberasturi2 @Edelwei8 @klienfloyd @chadachada17 @GrowlHarhar @Hammerpa2Yumyan @Nakedninja4 @DodoyPanes @maria47215 @MistPersie @AlbacBaggy @Agapitosaizotso @JaxsonCrow @M19Manny @dimple032047 @028miss_M @HhlomiY @YesYesYo13 @DickGordonDG @ivanmayrina @dzbb @gmanews @UnangHirit At ang mga DDS ang siyang mananaig this coming national election...ang kay leni ay erection lang ni boletas...,Negative,Hate,['1439530792040873984'],,,,
"Isko practice ka munang VP, bigay mo na tong eleksyon sa nakapagpractice na sa pagtake charge ng Presidency #DapatSiLeni #LetLeniLead https://t.co/QIkKbCLgMs",Negative,Hate,['1440468937532055552'],,,,
"#HATOLNGBAYAN2022 : Inatasan ng Commission on Elections ang kampo ni Senator Manny Pacquiao sa PDP-Laban na magkumento sa petisyon ng paksyon ni Energy Secretary Alfonso Cusi.
https://t.co/eAhIROFyzK",Neutral,Non-hate,['1441030087567052805'],,,,
Gigil talaga ako sa ELECTION,Negative,Hate,['1437245945255583745'],,,,
@Don8don3 @Arlenem93506403 Ayaw na maging involve ata ng KN sa ganyan dahil nung sinuportahan nila si Leni noong last election.. grabeng threats ang natanggap nila sa kabilang partido. Pati family nadamay na. That's why..,Negative,Hate,['1439571435110895618'],,,,
"comelec, hindi niyo alam kung gaano kalaki dinagdag niyo sa galit ko sa mundo 😭",Negative,Hate,['1441622917343637504'],,,,
@guingonabart @BrujaDelDemonio After election di ka na makaka tawa tapos mahihirap mag jebs dahil sa anxiety,Negative,Hate,['1434405084830466060'],,,,
"@DickGordonDG Alam MO,. Dito kami Mas Galit sayo.. Kaya mga Motorcycle Riders sa buong Pilipinas!!! Sa 2022 election RERESBAK tayo Kay  Dick ""the Penguin"" Gordon sa anumang posisyong ta takbuhan niya..!!! Zero vote for GORDON..!!!!!! https://t.co/JEuw3uyP6d",Negative,Hate,['1436589583475429377'],,,,
Sana yun galit natin ngayon eh mag-reflect sa darating na election. #TaeKaHarry,Negative,Hate,['1436323216813748228'],,,,
@FelySecond @iamkarendavila Boss election time... Baka hindi ka pa registered... VP leni needs the boost including media mileage... Pagawa ka na ng tarp mura lang let leni lead 😁,Positive,Non-hate,['1439480144180154371'],,,,
Napagod kami pumila sa comelec tas iboboto niyo lang si Pacquiao?,Negative,Hate,['1440539429660028929'],,,,
"Ano'ng sey n'yo, sey na pa-masa epek lang para sa 2022 election ang pagpapakita ni Sen. Manny Pacquiao ng pagkain nang naka-kamay dahil ginawa na rin ni Erap noon?

#ItoAngSeyKo
#bulgaronline
#showbizisyu
#bulgarentertainment
#isyuatusapin https://t.co/CzmpRS9VUs",Negative,Hate,['1437606417100201985'],,,,
@inquirerdotnet @IskoMoreno @NCorralesINQ Masaya Yan.. Tingnan natin sa election.. Bbm.. Dds,Positive,Non-hate,['1440619551004106755'],,,,
"@iammarlonramos Galit n galit ang bastos n baklush dhil pag naglockdown nga nmn eh obligadong magbigay ng ayuda ang gobyerno ni digonggong, ayaw n mbawasan ang sako sako nilang pera pra s 2022 election.. kapal ng mukha😡",Negative,Hate,['1436357996548788230'],,,,
"So nag confirm si manny Pacquiao sa Facebook na tatakbo daw syang presidente next election tapos pag tingin ko sa mga reactions PUTANGINAAA 133K LIKES 52K HEARTS, MAS MARAMI PA SA HAHA AND SAD REACTS HOYYYY PILIPINASS WAG NAMANNN😭",Negative,Hate,['1439797999798947846'],,,,
"HOI tabi niyo school council inyo ginapadalaganan AHAHAHHA dpota kita ko tweet nga naghmbl smart kno si isko ky running mate ya si willie ong nga damo subscriber kag followers DPOTA te pa peymus2 nlg ni aton eleksyon,,, gapakita gd kung ano sa ka mango nga botante. HAHAHA pota",Negative,Hate,['1440312850568810497'],,,,
"@inquirerdotnet @GabrielLaluINQ hindi i-impeached ng Congress yan..
pabor kaya sa kanila tsaka takot lang nila sa poon nila 😂

yung public service nila pang self service na..

'di bale eleksyon na next year, sino may listahan ng mga taga-sunod?.",Negative,Hate,['1435939886461120514'],,,,
matic na si mayor isko na ang panalong president this 2022 election!!!!,Positive,Non-hate,['1440272454258102284'],,,,
"Sis prangkahan na tayo alam ni Aquino, Bautista, ni Leni na nandaya sila nung 2016 Election. Ngayong hindi na nila hawak ang COMELEC alam ni Leni na nasa alanganin sya. Taena kung alam mo naman na may 14M votes ka na nakuha noon bakit ka mangangamba na baka hindi ka na nila iboto https://t.co/J43Rrzm8vv",Negative,Hate,['1440328641439682563'],,,,
Gigil nku mag 2022 para election na nakakapagod na ang sitwasyon ngayon..lahat balik face to face na sa school pero ang pinas jusko nastock-up sa faceshield at lockdown..ny*ta🤨,Negative,Hate,['1436964360425967618'],,,,
"First time kong boboto sa darating na eleksyon at si VP Leni lang ang deserving sa boto ko (sa pagkapangulo) at ng bawat Pilipino, so pls talaga , nakakakaba yung mga choices for presidency ngayon walang future 😭 https://t.co/7qgUsdMwMY",Negative,Hate,['1441381199931269126'],,,,
"Magandang araw mga Isko! Registered voter ka na ba?

8 araw na lang ang natitira bago ang huling araw ng pagpaparehistro! Huwag palampasin ang pagkakataong makiisa sa pagbabago.

Kung hindi ka pa nakakapagparehistro, pumunta lamang sa link na ito:
https://t.co/KdR9Ukjqxt https://t.co/9oSvm1U3Yo",Positive,Non-hate,['1440601764487569412'],,,,
"Tawang tawa ako sa pinsan ko 😭 naghahanap ng kakampi sa 25 hahahaha. 

Anw, register to vote but it doesn't stop in registration — let us keep educating ourselves and the people around us and sa halalan, let us vote wisely. Ipanalo natin ang Pilipinas. #WeRegisterAsOne https://t.co/2emy9F5C7D",Positive,Non-hate,['1434109153744592896'],,,,
"Edi wow Isko, galawang Duterte rin nong election kunyari di tatakbo. Umay.",Negative,Hate,['1440301822598467602'],,,,
kapag ‘yang bbm shits na yan nadala hanggang eleksyon isisisi ko lahat kay toni mga shits na mangyayari sa bansa,Negative,Hate,['1440271289172709382'],,,,
"saya sana ng skm election kung f2f, para bardagulan 🤩🤣",Positive,Non-hate,['1440917155394904066'],,,,
@TrebuhU Kasi may mga baho din sila at takot sila na lumabas ito lalo na ngayon kasi malapit na election,Negative,Hate,['1434690521893462017'],,,,
"Tandaan: Kung ayaw niyo sa administrasyon, wag iboto ang hindi naman tunay na opposition.

May dati nang opposition. May naging opposition dahil lang may election.

Magkaiba yun.

Kay VP Leni lang tayo. #LabanLeni2022 https://t.co/k5cv7Cqad0",Negative,Hate,['1440824512161796099'],,,,
"Malapit na ang pasahan ng COC at kampanyahan at pagkatapos election, paano masisiguro ng mamamayang Pilipino na hindi Duterte Lite si Isko Moreno? Vote Wisely Kapamilya.
Remember din ang stand ni Isko pagdating sa Dolomite sa panahon pa ng pandemya. https://t.co/aDHK27i7LW",Negative,Hate,['1440667474328915980'],,,,
"di na talaga nakakagulat yung pag takbo ni Pacquiao sa 2022 presidential election, plano na niya yan since 2019 🙈 kinumpanya na yan sya ng school admin namin nun samin 🙈😂",Negative,Hate,['1439526216361398275'],,,,
"@News5PH Matagal nabg nagtatrabaho di VP Leni eleksyon man o hindi. Meron bang konduktor ha, Roque?  Yun ang sagutin mo.",Negative,Hate,['1441617536127172610'],,,,
