text,sentiment,label
akala trust rating inuduro dadampotin oposisyon eh bakit takot kayo eleksyon,Negative,Hate
dati tuwing eleksyon isang bobo tumatakbo yata matalino pero hangang hnd ngddeklara tatakbo nmn sanang puro bobo tatakbo,Negative,Hate
magiging pipit eleksyon ibabalita pagkatapos eleksyon naging pipit,Negative,Hate
korek dami nahila magpa register last halalan para prrd kahit sigurado katwiran namin bumoto kung tumakbong presidente mga kalaban prrd natuloy syang kumandidato nung hiyawan kami tuwa nuon,Positive,Non-hate
good has potential but think kung baga hilaw sana nag terms mla sakto next presidential election otherwise baka nxt yr jobless sayang,Negative,Hate
roque pacquiao's declaration presidential karapatan niyang tumakbo eleksyon alam desisyon comelec kung sino pwede magdala pangalan pdp-laban,Neutral,Non-hate
vp talaga iboboto namin binoto namin vp noong election bibitiw kami kanya tested proven she's good person nababagay maging presidente,Positive,Non-hate
nag election kami for class officers tapos ninominate kailangan namin magsalita tapos nagchat bigla kaibigan kasi nakangiti pagkatapos magsalita niya hahahahhahahahahaha sana,Positive,Non-hate
won't campaign for anyone this coming election...nadala mds kc skit sobrang natrauma kc kitang-kita pandaraya this time wud post things mkakatulong nlng pagpili obvious pero won't xpect mnanalo,Negative,Hate
itong sina gordon hindi naman talaga natauhan kademonyohan matagal demonyo sadyang nag-diverge talaga personal interests dahil election season naman,Negative,Hate
magiging presidente bababuyin comelec smartmatic araw bilangan make sure hashcodes hhlindi magagalaw make sure hindi itatapon ballota lahat para boto,Positive,Non-hate
pano yun pagkatapos election away-away faction faction pdp-laban pala para makagawa kunyari opposition pero yun pala nanalo paliligtasin niya from arm law,Negative,Hate
supplies kc election kaya sariling sikap,Negative,Hate
susunod eleksyon sayangin boto kung matatalo nman kandidato,Positive,Non-hate
idk pero lahat matino pero pipiliin kaysa puro dada homo pati mabait election vp kaki walang kwenta plastic sawa kaya medyo,Negative,Hate
nakakatuwa daming sumusuporta vp sana siyang iwan kapag eleksyon,Positive,Non-hate
gigil election lahat opposition gustong makapwesto tyak maiihi inggit,Negative,Hate
oras tatakbo bilang pangulo eleksyon habang magiging running mate niya,Neutral,Non-hate
galit bibo malayo election,Negative,Hate
hours pumila comelec para hahaha,Positive,Non-hate
parang lugaw kasi nanalo hindi sampal mukha lahat nandya last election kung hindi katapusan carreer pukitika,Negative,Hate
tf male said ibboto niya daw next election,Negative,Hate
honest opinion tumakbo vp for president hindi boboto election useless,Negative,Hate
ilang taga nabudol hindi totally inayos maynila nung simula hindi tatakbo national election pero biglang nag hangin,Negative,Hate
ngayong malapit nanaman eleksyon kailangan nilang magpabango madla hindi nanaman magkandaugaga mga senador mga enabler kunyare bigla silang hindi pro-admin sayang lalo gordon although quite expected sina,Negative,Hate
siguradong magno-nominate hihintayin lamang kung tatanggapin niya nomination kanya para maging opisyal kandidato pagka-presidente eleksyon,Neutral,Non-hate
matatapos bigla pandemya dahil kampanya eleksyon susunod taon,Neutral,Non-hate
napapaisip mukhang lahat planado paghawak pnp army supreme court pati comelec handa laban kaya inilunsad anti terrorism law para magkaroon takot hindi mauwi edsa revolution,Neutral,Non-hate
idiniin kaniyang talumpati opisyal deklarasyon kaniyang kandidatura pagka-bise presidente darating halalan katambal ilalim partidong demokratiko,Neutral,Non-hate
minor thread hello hindi practicing christian pero iremind ngayong paparating eleksyon it's not time berate christians christianity naisasama pulitika lalo ginagamit christianity para makahatak boto,Neutral,Non-hate
laki sana chance yorme kung start plg presidency eh vocal opposed dito eh why now dahil eleksyon,Negative,Hate
pdp-laban pacquiao-pimentel faction pinasasagot petisyong kumukwestyon pagiging lehitimo ligal kanilang grupo via,Neutral,Non-hate
political game strategy pinag-usapan laro bigla silang nagkaroon samaan loob kung kailan malapit election faction lalabas pero iisa objective nila...na uupo pwesto for next years kung election,Negative,Hate
playing safe she won because she was picked comelec duon kalayaan taong pumili palabas,Negative,Hate
just think panggulo talaga tong hindi pangulo could've run for vp best slot pero hindi ambisyoso yorme kumuha doctor his running mate doctor during pandemic election hmmn trapo version,Negative,Hate
potangena ayaw niyo talaga iextend registration kasi takot kayo mga botante marunong mag-isip natauhan,Negative,Hate
nyonako picturan plsss bauahaahsushau tanngina kasi mukha yukot yukot galit sistema dito comelec,Negative,Hate
nagpanic bigla mga namiss kong acad shits examsssss kasi parang gusto grumaduate magtrabaho ibang bansa dahil parang joke naman yung eleksyon,Negative,Hate
walang intensyon eleksyon panggulo tignan yung running mate walang pinagkaiba goal hatiin boto oposisyon para yung manok administrasyon,Negative,Hate
went our local comelec yesterday for voter's registration daming tao tapos init building pero syempre tyinaga suddenly nagkaron sigawan do'n kasi couple sumingit pumila step which pumila ate gigil,Negative,Hate
tangina kinakabahan election next year naman sana please,Negative,Hate
bakit bobotob lesser kung pde naman dun walang winnability started with survey leaders before election ended losers ask ask chiz escudero,Negative,Hate
"ipakita natin mga ordinaryong magiging lakas sandata magiging kampanya kahaharapin vp leni.nasa oposisyon tayo,wala tayong kakamping mga lgus kagaya noong election.ibang-iba ngayon.hindi pwedeng puro laway salita",Positive,Non-hate
haha saw post senator tatakbo raw siyang president election hahahahahahahahahah clowning yarn hate pero boboto taong homophobic nah aniyoooooo,Negative,Hate
pinabilib vilma santos para pagtakbong pangulo yorme para eleksyon excited kami bihis kayang kaya para god first para,Positive,Non-hate
saya-saya talaga kapag presidential,Negative,Hate
after eleksyon itong buladas bungabunga madaming mabobola kikita nanaman after election,Negative,Hate
nanginginig kayo views aminin niyo mananalo next election itigil pangarap niyo hahaha,Negative,Hate
marunong kung gusto niya eleksyon kung kakandidato niya siraan maaring iboto nauna paninira kaya lahat galit kanya,Negative,Hate
bakit tahimik kayu pathetic move madumb thru tiktok with election looming,Negative,Hate
hindi trend dahil naman karapatdapat maging susunod pangulo ating bansa vp handa lalaban sana tumakbo kayo susunod halalan kayo aming pag-asa,Positive,Non-hate
pero nung kasagsagan hearing nagsalita ngayong malapit election bigla naman bumaliktad parehas parehas bobo,Negative,Hate
lpigs stupid political ever created philippines...kung hindi mga estupido nanalo sana senatorial election puro bobo kaya lumangoy lahat inidoro,Negative,Hate
nanawagan vice president commission elections comelec palawigin buwan registration mga botante para halalan,Neutral,Non-hate
bagamat nauunawaan vp deadline preparasyon automated elections nanawagan comelec kung maaari palawigin isang buwan voter registration upang makahabol hindi rehistrado,Neutral,Non-hate
nanaginip election listahan presidential candidates chineck kung sino nanalo raw basta laki raw lamang niya sumunod hahahah putek sana magkatotoo,Positive,Non-hate
nakakahilo balita bigla tatakbo election yung napaka random,Negative,Hate
napunta eleksyon lol shes vp just like for kahit nakailan still president sayo nanggaling she won(as umuusok dahil alang kwentang interview,Negative,Hate
nanalo last senatorial election this only means have chance this upcoming presidential election pls niyo pansinin putangina,Positive,Non-hate
nakakalungot maraming galit ganito maraming galit maraming galit gobyerno pero tignan natin eleksyon panalo,Negative,Hate
alam naman natin nuon ambition lalo papayag vp talagang gumawa mga mahihirap ginamit election propaganda nya nakakatakot ganyan know paq ambition them pakawala lahat dutz,Negative,Hate
kase tignan niyo nangyare kahit pornstar pinopromote yung register vote nung lumabas result election,Positive,Non-hate
register lahat para darating eleksyon register para nating iboto pagka presidente nakakaloka,Negative,Hate
last nakakaiyak associated this election,Negative,Hate
sobrang takot makatapat eleksyon nag a-announce tatakbo kaliwat kanan yung paninira,Negative,Hate
sana masyadong nag ambisyon sana next election lng,Negative,Hate
baka galit baka dating eleksyon hahahhahahhahahahahhahha,Negative,Hate
inis dun babaeng napanuod news nung senatorial election tinanong kung bakit binoto budots kasi daw gwapo nakatulong sayo ate ghorl kagwapuhan binoto sarap mong hampasin lungs,Negative,Hate
taas respeto sa'yo noon buti pala inilampaso vp last election playing safe mga isyu kadiri,Negative,Hate
okayy uhm nakaka inis yung marunong sumunod rules kahit sana sigurado sumunod sana election rules kanina l4cson s0tto tv pabebe tactics ulit piduts kala naman talaga gagana,Negative,Hate
sana chel diokno mami dis upcoming election pls lng matino naman kesa ibang tatakbo mga magnanakaw kakapal mukha naq qiqil nyoq,Positive,Non-hate
kamukha rehimen pumupusturang oposisyon dahil nalalapit eleksyon,Negative,Hate
comelec orders pdp-laban wing answer illegitimate cusi petition,Neutral,Non-hate
sana sumaya kayo pinaggagawa niyo kaninang eleksyon class officers,Negative,Hate
thank sum from time toni interviewed chel vp medyo duda talaga kanya was right she just bait netizens subscribe vlog malapit kasi election kakaiba talaga toni dds apologist,Negative,Hate
alergy mga intsik samantalang mga padrino tuwing election mga intsik pangulo akala pasok mga investor bansa huli parin mga amaw nmumulitika aid election pwes huwag talaga silamg iboto,Negative,Hate
kawawa vp kung hanggang laylayan survey laglag talaga nung midterm election did not bother complete senatorial lineup pano kung this time wala palang prez vp candidates makipag alyansa,Negative,Hate
tinanggap nominasyon pdp-laban bilang presidential candidate partido para darating eleksyon para detalye bisitahin,Neutral,Non-hate
tamaaa nakakapagtaka iisa machine alangan reading for president tapos reading for vp kung fake election returns favor fake cguro yung president uulit-ukitin iisa machine,Negative,Hate
run for president elections pormal tinanggap nominasyon kanya pdp-laban faction bilang kanilang presidential candidate national elections basahin,Neutral,Non-hate
mayroon pala,Neutral,Non-hate
isipin niyo kung never magkakaconcert skz anti-lgbtq eh please register for election not vote for him,Negative,Hate
bumigay dahil takot hostage kanilang budget,Negative,Hate
kung lng maitawag kpg nai-extend walang maayos plano kase nakaka inis lng just hope hindi maging rason pra hindi matuloy halalan,Negative,Hate
vp won't run tatakbo trillanes walang magiging unity between true opposition opposition election mahahati boto takbo ma'am dadagdagan natin mga boto,Positive,Non-hate
tawa tawa kayo dyan rehistrado kayo,Negative,Hate
basta alam natalo election madami talaga supporter fact tyms pinarecount,Positive,Non-hate
presidente election,Positive,Non-hate
mixed feelings shock denial lungkot panghihinayang galit parang nung nadaya otso derecho last election,Negative,Hate
bobo computer tech noh pwedo mprogram mga pangalan smartmatic ky nkprogram nbefore election,Negative,Hate
lungkot imbis yung gagastusin eleksyon eh tulong mga taong sobrang nangangailangan gutom gutom kapangyarihan eh,Negative,Hate
kaya meron election ba...bakit takot takot run kung ayaw nakakadaming tao knya tlaga mananalo simple that,Negative,Hate
handa vice president kalabanin pambato administrasyon halalan kung umano ieendorsong presidential candidate nagkaisang oposisyon,Neutral,Non-hate
medj nastress mga kaklase bigla biglang nage-eng pagnanalo election ahahahaha,Negative,Hate
undeniable mga nagawa kaya sainyo kami tandem for election,Positive,Non-hate
kisi kaam bss next election ticket chahiye isliye khel rha,Neutral,Non-hate
kami walang election gulat nalang kami officers,Negative,Hate
kanya kanyang trip..si naman malayo election nag iingay,Negative,Hate
payag npo kyo tmakbo pgkpresidente election,Neutral,Non-hate
madam president kailangan natin laban para tatakbo halalan,Positive,Non-hate
pipila para uwiin kasi cut off lilimit yung dami tao dahil covid guidelines takot talaga kayo dami gustong maka boto para susunod eleksyon,Negative,Hate
